,0.1,0.3,0.5,0.7,0.9
0,0.8684999942779541,0.8622000217437744,0.861299991607666,0.8438000082969666,0.7811999917030334
1,0.8705999851226807,0.8661999702453613,0.8632000088691711,0.8460999727249146,0.7809000015258789
2,0.8730999827384949,0.8657000064849854,0.8589000105857849,0.8517000079154968,0.7491000294685364
3,0.8747000098228455,0.8704000115394592,0.8579999804496765,0.8452000021934509,0.7860000133514404
4,0.8745999932289124,0.8689000010490417,0.8604000210762024,0.8476999998092651,0.7391999959945679
5,0.8726000189781189,0.8697999715805054,0.8580999970436096,0.8460000157356262,0.7901999950408936
6,0.8615999817848206,0.8693000078201294,0.8533999919891357,0.8406000137329102,0.7870000004768372
7,0.8736000061035156,0.8686000108718872,0.8597999811172485,0.8504999876022339,0.800599992275238
8,0.8655999898910522,0.8697999715805054,0.8565999865531921,0.8471999764442444,0.7944999933242798
9,0.8727999925613403,0.8675000071525574,0.8637999892234802,0.8479999899864197,0.7771000266075134
10,0.8676000237464905,0.8607000112533569,0.8567000031471252,0.8475000262260437,0.7797999978065491
11,0.8725000023841858,0.8693000078201294,0.8600000143051147,0.8514000177383423,0.7807000279426575
12,0.8704000115394592,0.868399977684021,0.8659999966621399,0.8424000144004822,0.7854999899864197
13,0.8596000075340271,0.8672999739646912,0.864799976348877,0.8496000170707703,0.7872999906539917
14,0.8676999807357788,0.8730000257492065,0.8611999750137329,0.8518000245094299,0.7858999967575073
15,0.8722000122070312,0.8690000176429749,0.8543999791145325,0.8521999716758728,0.7505999803543091
16,0.8709999918937683,0.8679999709129333,0.8603000044822693,0.8485000133514404,0.7828999757766724
17,0.8705999851226807,0.8641999959945679,0.859000027179718,0.8460000157356262,0.7861999869346619
18,0.8726000189781189,0.8698999881744385,0.8622000217437744,0.8452000021934509,0.7894999980926514
19,0.8680999875068665,0.8675000071525574,0.8651000261306763,0.840399980545044,0.7893999814987183
20,0.8633999824523926,0.8665000200271606,0.8651000261306763,0.8510000109672546,0.7915999889373779
21,0.8654000163078308,0.8686000108718872,0.8604999780654907,0.8432000279426575,0.7753999829292297
22,0.8725000023841858,0.8665000200271606,0.8517000079154968,0.8497999906539917,0.7846999764442444
23,0.8733999729156494,0.8673999905586243,0.858299970626831,0.8471999764442444,0.7833999991416931
24,0.8679999709129333,0.8605999946594238,0.8586999773979187,0.8443999886512756,0.7926999926567078
