,64,32,16,8,4,2,1
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,0.7394201002717018,0.8294931005239486,0.8543004999160767,0.8618410000801087,0.8651535989642143,0.8667320002913474,0.8676603003144264
std,0.04427765080292737,0.01995158681227455,0.00964288458945002,0.005854609401955624,0.004243865456986899,0.0029914353131225654,0.002111532482749685
min,0.5493000149726868,0.7382000088691711,0.8050000071525574,0.840499997138977,0.847000002861023,0.847000002861023,0.8578000068664551
25%,0.7170750200748444,0.8189750015735626,0.8490999937057495,0.8582000136375427,0.8632000088691711,0.8652999997138977,0.8669999837875366
50%,0.7437000274658203,0.8335999846458435,0.8557999730110168,0.8626000285148621,0.8658999800682068,0.8673999905586243,0.868399977684021
75%,0.7698250114917755,0.8440999984741211,0.8611000180244446,0.8662999868392944,0.8680999875068665,0.8684999942779541,0.8686000108718872
max,0.8306999802589417,0.8655999898910522,0.8747000098228455,0.8766999840736389,0.8744999766349792,0.8734999895095825,0.8726000189781189
