,Zero Nodes,Worse Nodes,Important Nodes
0,12.0,50.0,66.0
1,10.0,30.0,88.0
2,16.0,33.0,79.0
3,12.0,40.0,76.0
4,14.0,29.0,85.0
5,15.0,15.0,98.0
6,10.0,37.0,81.0
7,9.0,33.0,86.0
8,26.0,11.0,91.0
9,18.0,36.0,74.0
