,0
0,-0.0023633912205696106
1,-0.0052354782819747925
2,0.0003785938024520874
3,-0.00543610006570816
4,-0.007542505860328674
5,-0.001913413405418396
6,-0.010799005627632141
7,-0.005009911954402924
8,0.000914156436920166
9,-0.004220247268676758
