,Zero Nodes,Worse Nodes,Important Nodes
0,70.0,96.0,90.0
1,74.0,45.0,137.0
2,67.0,84.0,105.0
3,89.0,72.0,95.0
4,66.0,61.0,129.0
5,84.0,27.0,145.0
6,64.0,77.0,115.0
7,51.0,57.0,148.0
8,98.0,40.0,118.0
9,73.0,64.0,119.0
