,Zero Nodes,Worse Nodes,Important Nodes
0,23.0,17.0,24.0
1,23.0,6.0,35.0
2,38.0,6.0,20.0
3,19.0,18.0,27.0
4,19.0,13.0,32.0
5,26.0,6.0,32.0
6,21.0,10.0,33.0
7,30.0,5.0,29.0
8,32.0,2.0,30.0
9,26.0,10.0,28.0
