,0
0,0.0
1,-0.02619999647140503
2,-0.04519999027252197
3,-0.0015000104904174805
4,-0.09860002994537354
5,-0.007200002670288086
6,-0.089199960231781
7,-0.006000041961669922
8,-0.005800008773803711
9,-0.022300004959106445
