,0
0,-0.015050679445266724
1,-0.014116346836090088
2,-0.028139084577560425
3,-0.026455044746398926
4,-0.0154171884059906
5,-0.018731653690338135
6,-0.02584931254386902
7,-0.00748327374458313
8,-0.021793514490127563
9,-0.012975990772247314
