,0
0,0.15674322843551636
1,0.14795923233032227
2,0.594930499792099
3,0.4062589406967163
4,0.3053727149963379
5,0.05920800566673279
6,-0.008966416120529175
7,0.9918374717235565
8,0.5869415998458862
9,0.02743116021156311
10,0.4293516278266907
11,0.5504159927368164
12,0.21401211619377136
13,0.48000919818878174
14,0.04029327630996704
15,0.040974557399749756
16,0.3282635807991028
17,0.05584421753883362
18,0.40775200724601746
19,0.2008497416973114
20,-0.0006993412971496582
21,0.3558402359485626
22,0.5748103559017181
23,0.17953604459762573
24,0.42702430486679077
25,0.22757035493850708
26,0.16999107599258423
27,0.3180452585220337
28,0.05816188454627991
29,0.04029276967048645
30,0.38887879252433777
31,0.029037535190582275
32,0.8374225199222565
33,0.24902158975601196
34,0.17398351430892944
35,0.7926736772060394
36,0.3892860412597656
37,0.6779680252075195
38,0.15554004907608032
39,0.7144760191440582
40,0.03276529908180237
41,0.23545017838478088
42,0.2046758234500885
43,0.5610220730304718
44,0.04527673125267029
45,0.14284902811050415
46,0.6981272101402283
47,0.10026025772094727
48,0.022597819566726685
49,0.35580095648765564
