,0.1,0.3,0.5,0.7,0.9
0,0.8694000244140625,0.8561999797821045,0.8176000118255615,0.5051000118255615,0.10000000149011612
1,0.8543000221252441,0.8579000234603882,0.8154000043869019,0.618399977684021,0.1265999972820282
2,0.8672000169754028,0.855400025844574,0.8216999769210815,0.5978000164031982,0.10000000149011612
3,0.8676000237464905,0.8561000227928162,0.8062000274658203,0.6111000180244446,0.10000000149011612
4,0.8586999773979187,0.8514000177383423,0.8097000122070312,0.5419999957084656,0.13619999587535858
5,0.8608999848365784,0.8546000123023987,0.8165000081062317,0.6876999735832214,0.10000000149011612
6,0.86080002784729,0.8544999957084656,0.8222000002861023,0.6549999713897705,0.12370000034570694
7,0.8646000027656555,0.8564000129699707,0.7983999848365784,0.4607999920845032,0.12110000103712082
8,0.8733999729156494,0.8525999784469604,0.8230999708175659,0.6011000275611877,0.12460000067949295
9,0.864300012588501,0.8515999913215637,0.8131999969482422,0.5335000157356262,0.10100000351667404
10,0.8651000261306763,0.8532000184059143,0.8109999895095825,0.6116999983787537,0.10329999774694443
11,0.8626999855041504,0.8597000241279602,0.7990999817848206,0.5806000232696533,0.1111999973654747
12,0.8615999817848206,0.852400004863739,0.823199987411499,0.5756999850273132,0.10329999774694443
13,0.8590999841690063,0.8504999876022339,0.7706999778747559,0.6092000007629395,0.10040000081062317
14,0.8593000173568726,0.8554999828338623,0.819599986076355,0.4616999924182892,0.10180000215768814
15,0.8697999715805054,0.8607000112533569,0.8109999895095825,0.5874000191688538,0.15520000457763672
16,0.8733999729156494,0.8521999716758728,0.8019999861717224,0.46389999985694885,0.164900004863739
17,0.8654000163078308,0.8575999736785889,0.7979000210762024,0.5900999903678894,0.11569999903440475
18,0.8738999962806702,0.8492000102996826,0.8222000002861023,0.642799973487854,0.15320000052452087
19,0.8694000244140625,0.8547000288963318,0.8087999820709229,0.46059998869895935,0.11640000343322754
20,0.8695999979972839,0.8525000214576721,0.8237000107765198,0.45590001344680786,0.10000000149011612
21,0.8648999929428101,0.859000027179718,0.8151000142097473,0.4499000012874603,0.10589999705553055
22,0.8664000034332275,0.8533999919891357,0.8068000078201294,0.4643000066280365,0.10000000149011612
23,0.8737000226974487,0.858299970626831,0.791700005531311,0.5663999915122986,0.11150000244379044
24,0.8677999973297119,0.86080002784729,0.8119999766349792,0.4002000093460083,0.07180000096559525
