,0
0,-0.00027945637702941895
1,-0.004053980112075806
2,0.0008733570575714111
3,0.00039839744567871094
4,-0.013081878423690796
5,-0.006613343954086304
6,0.0009719431400299072
7,-0.0003846883773803711
8,-0.0009642541408538818
9,-0.00010973215103149414
