,1,8,32,256,1024
0,0.8636000156402588,0.8751999735832214,0.8618999719619751,0.866599977016449,0.8421000242233276
1,0.855400025844574,0.8677999973297119,0.8741000294685364,0.8450999855995178,0.8479999899864197
2,0.850600004196167,0.8733999729156494,0.8644000291824341,0.8615999817848206,0.8463000059127808
3,0.84579998254776,0.8525999784469604,0.8672999739646912,0.8471999764442444,0.8468000292778015
4,0.845300018787384,0.8712000250816345,0.869700014591217,0.8640000224113464,0.8427000045776367
5,0.8539999723434448,0.8727999925613403,0.8686000108718872,0.8611999750137329,0.8435999751091003
6,0.8504999876022339,0.8704000115394592,0.8741000294685364,0.8479999899864197,0.8438000082969666
7,0.8467000126838684,0.869700014591217,0.8752999901771545,0.8535000085830688,0.847100019454956
8,0.8547999858856201,0.8689000010490417,0.8661999702453613,0.8598999977111816,0.8429999947547913
9,0.8507999777793884,0.8715000152587891,0.8741000294685364,0.8621000051498413,0.8445000052452087
10,0.843500018119812,0.8622000217437744,0.8741000294685364,0.8582000136375427,0.8435999751091003
11,0.8504999876022339,0.8707000017166138,0.8792999982833862,0.8579000234603882,0.8447999954223633
12,0.85589998960495,0.8658999800682068,0.867900013923645,0.8596000075340271,0.8400999903678894
13,0.849399983882904,0.8657000064849854,0.8736000061035156,0.8403000235557556,0.8438000082969666
14,0.859000027179718,0.864799976348877,0.8662999868392944,0.8540999889373779,0.8461999893188477
15,0.8597000241279602,0.8604000210762024,0.8676000237464905,0.8598999977111816,0.8468999862670898
16,0.8463000059127808,0.8669000267982483,0.8697999715805054,0.8579000234603882,0.8381999731063843
17,0.8442000150680542,0.8741999864578247,0.8690000176429749,0.8478000164031982,0.8454999923706055
18,0.8578000068664551,0.8697999715805054,0.8669999837875366,0.8568000197410583,0.845300018787384
19,0.8503000140190125,0.8737999796867371,0.8694999814033508,0.8657000064849854,0.8446000218391418
20,0.8500000238418579,0.8719000220298767,0.8711000084877014,0.8626999855041504,0.8421000242233276
21,0.8547999858856201,0.8605999946594238,0.8733000159263611,0.857699990272522,0.8449000120162964
22,0.857699990272522,0.8708999752998352,0.8745999932289124,0.8543000221252441,0.8446999788284302
23,0.8519999980926514,0.8744000196456909,0.8676000237464905,0.863099992275238,0.8429999947547913
24,0.8525999784469604,0.8634999990463257,0.8707000017166138,0.8629999756813049,0.8465999960899353
