,0
0,-0.10190004110336304
1,-0.0062999725341796875
2,-0.009999990463256836
3,-0.054099977016448975
4,-0.1355000138282776
5,-0.1679999828338623
6,-0.15140002965927124
7,-0.1973000168800354
8,-0.019500017166137695
9,-0.38260000944137573
