,0
0,0.0
1,0.003600001335144043
2,0.0012999773025512695
3,0.0054000020027160645
4,-0.00010001659393310547
5,0.002400040626525879
6,0.0045999884605407715
7,0.0015000104904174805
8,0.000899970531463623
9,0.0031999945640563965
