,Exhaustive,Greedy (-1e-2 cutoff),Greedy (-1e-3 cutoff)
0,2412.229522228241,900.6054999828339,743.520500421524
1,2516.475063562393,1020.0489993095398,801.8925013542175
2,2385.102020263672,963.6174991130829,831.90150141716
3,1963.569519519806,847.9295024871826,736.4879992008209
4,2700.3825006484985,935.463002204895,759.1690013408661
