,Zero Nodes,Worse Nodes,Important Nodes
0,3.0,0.0,29.0
1,1.0,3.0,28.0
2,3.0,0.0,29.0
3,0.0,3.0,29.0
4,3.0,5.0,24.0
5,1.0,3.0,28.0
6,2.0,0.0,30.0
7,2.0,1.0,29.0
8,1.0,4.0,27.0
9,2.0,2.0,28.0
