,1,8,32,256,1024
0,0.17431293427944183,0.0928928479552269,0.07994364202022552,0.11215544492006302,0.19121672213077545
1,0.1453283727169037,0.0913352370262146,0.07549595087766647,0.11374228447675705,0.19760118424892426
2,0.14147616922855377,0.08619173616170883,0.07702823728322983,0.11469513177871704,0.19043782353401184
3,0.1483290046453476,0.08590516448020935,0.08039986342191696,0.11391393840312958,0.1897781789302826
4,0.1921757012605667,0.10308267921209335,0.08299310505390167,0.11444682627916336,0.1919052004814148
5,0.1545543521642685,0.08543415367603302,0.07585924863815308,0.12030237913131714,0.18733476102352142
6,0.15694057941436768,0.09298492223024368,0.08914226293563843,0.114750936627388,0.18766506016254425
7,0.1543557196855545,0.0760713741183281,0.07841238379478455,0.11678697168827057,0.19497476518154144
8,0.16479994356632233,0.09703224152326584,0.08081172406673431,0.11379765719175339,0.19427239894866943
9,0.1772795468568802,0.09280591458082199,0.08050326257944107,0.11823274940252304,0.18969611823558807
10,0.17144474387168884,0.08316457271575928,0.0810021385550499,0.12259955704212189,0.190410777926445
11,0.14098206162452698,0.0839667022228241,0.07960398495197296,0.11852424591779709,0.20848985016345978
12,0.19288910925388336,0.08429653942584991,0.0786491185426712,0.11374406516551971,0.19065989553928375
13,0.20340897142887115,0.09225998818874359,0.08302708715200424,0.12178891897201538,0.19023923575878143
14,0.17336557805538177,0.08549094200134277,0.08955344557762146,0.11610781401395798,0.1876724511384964
15,0.18403223156929016,0.0833817571401596,0.07994125783443451,0.11817626655101776,0.18727362155914307
16,0.1607179492712021,0.08013837039470673,0.07860799133777618,0.11512362957000732,0.18548737466335297
17,0.1759951114654541,0.08312603086233139,0.08165664970874786,0.11587166786193848,0.19177968800067902
18,0.18234264850616455,0.09108702093362808,0.08177223801612854,0.11100029200315475,0.19189639389514923
19,0.2057017832994461,0.08697281032800674,0.08696278929710388,0.11658822000026703,0.19774435460567474
20,0.16937537491321564,0.07907356321811676,0.07937781512737274,0.117449551820755,0.19945867359638214
21,0.1552940011024475,0.08025623857975006,0.07304465770721436,0.12152482569217682,0.1878902018070221
22,0.15546083450317383,0.08592403680086136,0.08626443147659302,0.11810677498579025,0.19645990431308746
23,0.16822145879268646,0.08551712334156036,0.08084442466497421,0.11295278370380402,0.1939782202243805
24,0.1682130992412567,0.09348102658987045,0.0842624083161354,0.11331424862146378,0.19649335741996765
