,0.1,0.3,0.5,0.7,0.9
0,0.9768000245094299,0.9749000072479248,0.9681000113487244,0.9603999853134155,0.9311000108718872
1,0.9768999814987183,0.9764000177383423,0.9715999960899353,0.9599999785423279,0.9264000058174133
2,0.9779999852180481,0.9767000079154968,0.9695000052452087,0.9609000086784363,0.9294999837875366
3,0.9757999777793884,0.9739999771118164,0.9710000157356262,0.9595000147819519,0.932699978351593
4,0.9775999784469604,0.9761000275611877,0.9704999923706055,0.9591000080108643,0.9253000020980835
5,0.9745000004768372,0.9751999974250793,0.9685999751091003,0.9599000215530396,0.9332000017166138
6,0.9753999710083008,0.9732999801635742,0.9704999923706055,0.9589999914169312,0.9297999739646912
7,0.9749000072479248,0.9754999876022339,0.9715999960899353,0.9610000252723694,0.9315999746322632
8,0.9783999919891357,0.9750999808311462,0.9714000225067139,0.9591000080108643,0.9269000291824341
9,0.9757000207901001,0.9726999998092651,0.9710000157356262,0.9642999768257141,0.9314000010490417
10,0.9746999740600586,0.9751999974250793,0.9707000255584717,0.961899995803833,0.9293000102043152
11,0.9761999845504761,0.9746000170707703,0.9697999954223633,0.9609000086784363,0.9275000095367432
12,0.9750999808311462,0.9746000170707703,0.9721999764442444,0.9613000154495239,0.9298999905586243
13,0.9753999710083008,0.9728999733924866,0.9710999727249146,0.9592999815940857,0.9265999794006348
14,0.9768999814987183,0.9739999771118164,0.9715999960899353,0.9599000215530396,0.9280999898910522
15,0.9768999814987183,0.9765999913215637,0.9714999794960022,0.9631999731063843,0.9305999875068665
16,0.9775999784469604,0.9732999801635742,0.9710000157356262,0.9606999754905701,0.928600013256073
17,0.9736999869346619,0.9767000079154968,0.9717000126838684,0.9606000185012817,0.9289000034332275
18,0.9760000109672546,0.9747999906539917,0.9713000059127808,0.9592000246047974,0.9275000095367432
19,0.975600004196167,0.9771999716758728,0.9708999991416931,0.9591000080108643,0.9318000078201294
20,0.9778000116348267,0.9726999998092651,0.9717000126838684,0.9592000246047974,0.9262999892234802
21,0.9761999845504761,0.9743000268936157,0.9692999720573425,0.9610999822616577,0.9337000250816345
22,0.9757999777793884,0.9749000072479248,0.9718000292778015,0.9611999988555908,0.9296000003814697
23,0.9746999740600586,0.9760000109672546,0.9710999727249146,0.9613999724388123,0.9312000274658203
24,0.9732999801635742,0.9753000140190125,0.9699000120162964,0.9614999890327454,0.9282000064849854
