,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8,0.08793392777442932,0.08793392777442932,0.08793392777442932,0.08793392777442932,0.08793392777442932,0.08793392777442932,0.08764778077602386,0.08793392777442932,0.08529117703437805,0.08793392777442932,0.08793392777442932,0.08793392777442932,0.08886761218309402,0.08793392777442932,0.08595322072505951,0.08436980098485947,0.08793392777442932,0.08288882672786713,0.08793392777442932,0.08793392777442932
4,0.08793392777442932,0.0846419557929039,0.08569976687431335,0.08652254939079285,0.08678785711526871,0.08340749889612198,0.0847199484705925,0.08702057600021362,0.08659282326698303,0.08664897829294205,0.08620335161685944,0.08651701360940933,0.0862349197268486,0.08975353091955185,0.08221478015184402,0.08793392777442932,0.08437326550483704,0.08696708083152771,0.08123454451560974,0.0878949984908104
3,0.08544451743364334,0.08643443882465363,0.08272022008895874,0.08640900254249573,0.0831010639667511,0.08414927124977112,0.0841011255979538,0.08671575784683228,0.08460608124732971,0.08172620087862015,0.0860375463962555,0.08722427487373352,0.08459080755710602,0.08354078978300095,0.08408055454492569,0.08474475890398026,0.08583351224660873,0.08623482286930084,0.08578971773386002,0.08446864038705826
2,0.08118433505296707,0.08353304117918015,0.08400005847215652,0.07956357300281525,0.08500828593969345,0.08409988135099411,0.08683032542467117,0.08345428854227066,0.08509024977684021,0.08265099674463272,0.08015009760856628,0.08616676181554794,0.08784933388233185,0.08764983713626862,0.085997074842453,0.081459179520607,0.08567356318235397,0.0830404981970787,0.08413373678922653,0.08460409194231033
1,0.08031762391328812,0.0806150808930397,0.08559693396091461,0.08140428364276886,0.08317460119724274,0.0805814266204834,0.0808349996805191,0.08038593083620071,0.07756543904542923,0.08558456599712372,0.08105084300041199,0.0812801793217659,0.08312136679887772,0.08130251616239548,0.08420420438051224,0.08068206161260605,0.08109532296657562,0.08245181292295456,0.08343084901571274,0.08309610933065414
