,Zero Nodes,Worse Nodes,Important Nodes
0,50.0,50.0,156.0
1,44.0,61.0,151.0
2,50.0,51.0,155.0
3,49.0,43.0,164.0
4,51.0,81.0,124.0
5,46.0,29.0,181.0
6,44.0,58.0,154.0
7,54.0,12.0,190.0
8,53.0,69.0,134.0
9,50.0,29.0,177.0
