,0
0,-0.0020352229475975037
1,-0.017750129103660583
2,-0.0055207982659339905
3,-0.02585228532552719
4,-0.00501367449760437
5,-0.00908692181110382
6,-0.009062796831130981
7,-0.0017245039343833923
8,-0.004418671131134033
9,-0.010234877467155457
