,Zero Nodes,Worse Nodes,Important Nodes
0,2.0,7.0,55.0
1,0.0,6.0,58.0
2,3.0,10.0,51.0
3,0.0,10.0,54.0
4,0.0,26.0,38.0
5,2.0,7.0,55.0
6,1.0,13.0,50.0
7,0.0,2.0,62.0
8,0.0,18.0,46.0
9,1.0,8.0,55.0
