,Unoptimized Weights,Optimized Weights
0,0.8715999722480774,0.8673999905586243
1,0.8693000078201294,0.8751999735832214
2,0.8695999979972839,0.8659999966621399
3,0.8751000165939331,0.8690000176429749
4,0.863099992275238,0.8708000183105469
5,0.8658999800682068,0.8675000071525574
6,0.8654999732971191,0.8754000067710876
7,0.8691999912261963,0.8781999945640564
8,0.8647000193595886,0.8709999918937683
9,0.867900013923645,0.8705000281333923
10,0.8632000088691711,0.8758999705314636
11,0.8658999800682068,0.868399977684021
12,0.873199999332428,0.8672999739646912
13,0.8719000220298767,0.8677999973297119
14,0.8633999824523926,0.8766000270843506
15,0.868399977684021,0.8700000047683716
16,0.869700014591217,0.8629999756813049
17,0.8755999803543091,0.8716999888420105
18,0.8648999929428101,0.8759999871253967
19,0.8592000007629395,0.8669000267982483
20,0.8702999949455261,0.8727999925613403
21,0.8711000084877014,0.8504999876022339
22,0.8711000084877014,0.8547000288963318
23,0.8758999705314636,0.8743000030517578
24,0.8738999962806702,0.871399998664856
