,Exhaustive,Greedy (-1e-2 cutoff),Greedy (-1e-3 cutoff)
0,4695.056175470352,1333.0954990386963,476.3325209617615
1,4932.613504648209,1413.2259995937347,437.3066074848175
2,4952.644488573074,1585.5494973659515,439.1799964904785
3,4710.690498113632,1403.826999425888,442.6289999485016
4,7785.824999570847,1483.1719982624054,571.580001115799
