,0
0,0.8853635787963867
1,-0.027519643306732178
2,0.038639724254608154
3,0.19825994968414307
4,0.0977136492729187
5,-7.480382919311523e-05
6,0.13018935918807983
7,0.10682004690170288
8,0.21823406219482422
9,0.114327073097229
