,Exhaustive,Greedy (-1e-2 cutoff),Greedy (-1e-3 cutoff)
0,-0.013420581817626953,-0.01126660406589508,-0.01126660406589508
1,-0.047422751784324646,-0.034573495388031006,-0.034392207860946655
2,-0.02178052067756653,-0.016377463936805725,-0.016377463936805725
3,-0.015819966793060303,-0.013646796345710754,-0.014475822448730469
4,-0.03382979333400726,-0.02673962712287903,-0.029747098684310913
