,Zero Nodes,Worse Nodes,Important Nodes
0,23.0,8.0,33.0
1,32.0,4.0,28.0
2,27.0,4.0,33.0
3,19.0,11.0,34.0
4,24.0,8.0,32.0
5,32.0,4.0,28.0
6,20.0,9.0,35.0
7,22.0,2.0,40.0
8,30.0,8.0,26.0
9,28.0,5.0,31.0
