,Zero Nodes,Worse Nodes,Important Nodes
0,72.0,20.0,164.0
1,81.0,39.0,136.0
2,54.0,20.0,182.0
3,73.0,12.0,171.0
4,87.0,61.0,108.0
5,83.0,23.0,150.0
6,81.0,26.0,149.0
7,68.0,16.0,172.0
8,78.0,23.0,155.0
9,70.0,10.0,176.0
