,1,8,32,256,1024
0,0.4060259461402893,0.28911036252975464,0.2708349823951721,0.30091366171836853,0.3576580584049225
1,0.3693428337574005,0.3195837140083313,0.2490108460187912,0.26667100191116333,0.35255828499794006
2,0.36353588104248047,0.26955723762512207,0.2433719038963318,0.27277639508247375,0.37276095151901245
3,0.37290433049201965,0.27072674036026,0.26137328147888184,0.2810388505458832,0.3406800925731659
4,0.46228301525115967,0.28506892919540405,0.2472667694091797,0.29396894574165344,0.35573408007621765
5,0.4878004491329193,0.2825988233089447,0.2568957805633545,0.2863716185092926,0.36003780364990234
6,0.37277844548225403,0.2761344909667969,0.24428993463516235,0.28781697154045105,0.34094810485839844
7,0.38700759410858154,0.2666354477405548,0.2578851580619812,0.2959102988243103,0.3717043101787567
8,0.419603168964386,0.30251821875572205,0.2465294450521469,0.26523539423942566,0.3498283326625824
9,0.4262810945510864,0.2812144458293915,0.2480655312538147,0.2822948098182678,0.32792386412620544
10,0.37928590178489685,0.25654271245002747,0.23958635330200195,0.2941529154777527,0.3626011312007904
11,0.4187789559364319,0.27177688479423523,0.24531543254852295,0.26664432883262634,0.3444282114505768
12,0.3889351785182953,0.27884384989738464,0.2613319456577301,0.28524619340896606,0.3602956235408783
13,0.3842003643512726,0.2859254479408264,0.26068928837776184,0.2655613422393799,0.36851832270622253
14,0.3899505138397217,0.2745527923107147,0.2562507092952728,0.2798401415348053,0.3447422683238983
