,0,1,2,3,4,5,6,7,8,9
0,0.007000000000000006,0.02400000000000002,-0.039000000000000035,-0.05499999999999994,0.09099999999999997,-0.02100000000000002,0.08400000000000007,0.05300000000000005,-0.015000000000000013,-0.08899999999999997
1,-0.05599999999999994,0.03600000000000003,-0.026000000000000023,0.016000000000000014,-0.010000000000000009,0.0010000000000000009,0.027999999999999914,-0.017000000000000015,0.06499999999999995,-0.039000000000000035
2,0.08500000000000008,0.015000000000000013,-0.22999999999999998,0.05700000000000005,0.06899999999999995,0.08000000000000007,-0.04400000000000004,-0.015000000000000013,0.0,-0.0020000000000000018
3,-0.04600000000000004,-0.03700000000000003,-0.0040000000000000036,0.15300000000000002,-0.006000000000000005,-0.09599999999999997,-0.03500000000000003,0.0050000000000000044,-0.013000000000000012,0.06800000000000006
4,-0.015000000000000013,-0.030000000000000027,-0.039000000000000035,0.09299999999999997,0.03499999999999992,0.031000000000000028,0.008999999999999897,-0.06999999999999995,-0.007000000000000006,-0.028999999999999915
5,0.04400000000000004,0.015000000000000013,-0.049000000000000044,0.05499999999999999,-0.05300000000000005,-0.04399999999999993,-0.006000000000000005,0.015000000000000013,0.02100000000000002,-0.0030000000000000027
6,0.0,-0.031000000000000028,-0.07899999999999996,-0.016000000000000014,-0.010000000000000009,-0.008000000000000007,0.04299999999999993,0.04800000000000004,0.02200000000000002,0.005999999999999894
7,-0.019000000000000017,0.038999999999999924,0.051999999999999935,0.03500000000000003,-0.04499999999999993,-0.0050000000000000044,-0.07099999999999995,-0.0050000000000000044,0.06399999999999995,-0.02499999999999991
8,-0.09899999999999998,-0.01200000000000001,-0.05600000000000005,-0.031000000000000028,0.10300000000000009,0.019999999999999907,0.029000000000000026,0.018000000000000016,0.02400000000000002,0.0
9,-0.051000000000000045,0.049000000000000044,-0.017000000000000015,-0.04600000000000004,0.013000000000000012,0.13099999999999995,0.06999999999999995,-0.027999999999999914,-0.04200000000000004,-0.03599999999999992
