,0
0,-0.23760002851486206
1,0.004100024700164795
2,-0.03130000829696655
3,-0.07449996471405029
4,-0.034600019454956055
5,-0.000500023365020752
6,-0.05390000343322754
7,-0.04649996757507324
8,-0.06650000810623169
9,-0.03800004720687866
