,Zero Nodes,Worse Nodes,Important Nodes
0,15.0,28.0,85.0
1,13.0,30.0,85.0
2,11.0,26.0,91.0
3,6.0,21.0,101.0
4,12.0,34.0,82.0
5,16.0,13.0,99.0
6,11.0,24.0,93.0
7,9.0,10.0,109.0
8,9.0,29.0,90.0
9,11.0,17.0,100.0
