,0
0,0.0015999674797058105
1,0.0006999969482421875
2,0.008100032806396484
3,0.0040999650955200195
4,0.012000024318695068
5,0.00020003318786621094
6,0.004800021648406982
7,-0.000299990177154541
8,0.007200002670288086
9,0.0042999982833862305
10,0.012099981307983398
11,0.0031999945640563965
12,0.000299990177154541
13,0.0098000168800354
14,0.009100019931793213
15,0.003899991512298584
16,0.01230001449584961
17,0.0034000277519226074
18,0.0012000203132629395
19,0.0018000006675720215
