,Zero Nodes,Worse Nodes,Important Nodes
0,25.0,10.0,93.0
1,31.0,16.0,81.0
2,31.0,9.0,88.0
3,23.0,13.0,92.0
4,18.0,32.0,78.0
5,30.0,7.0,91.0
6,26.0,14.0,88.0
7,32.0,8.0,88.0
8,17.0,16.0,95.0
9,36.0,3.0,89.0
