,Zero Nodes,Worse Nodes,Important Nodes
0,1.0,9.0,22.0
1,5.0,2.0,25.0
2,4.0,12.0,16.0
3,5.0,3.0,24.0
4,6.0,5.0,21.0
5,3.0,1.0,28.0
6,4.0,15.0,13.0
7,5.0,6.0,21.0
8,5.0,4.0,23.0
9,10.0,5.0,17.0
